state,county,year,days_with_aqi,good_days,moderate_days,unhealthy_for_sensitive_groups_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,x90th_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_pm2_5,days_pm10,year_2
Washington,Kittitas,1998,152,143,9,0,0,0,0,79,41,22,0,0,0,84,68,1998
West Virginia,Greenbrier,1998,168,40,92,26,7,3,0,207,133,74,0,0,168,0,0,1998
Wisconsin,Walworth,1998,178,113,47,15,3,0,0,164,105,47,0,0,178,0,0,1998
Wyoming,Albany,1998,360,209,148,3,0,0,0,122,80,48,0,0,353,2,5,1998
Wyoming,Platte,1998,61,59,2,0,0,0,0,70,32,15,0,0,0,0,61,1998
Alabama,Jefferson,1999,365,7,250,69,33,6,0,273,152,83,40,0,63,243,19,1999
Arizona,Gila,1999,279,128,128,23,0,0,0,147,100,52,0,0,201,68,10,1999
Arizona,Maricopa,1999,365,5,168,170,22,0,0,185,140,101,3,122,218,10,12,1999
Arizona,Pinal,1999,119,77,42,0,0,0,0,70,60,42,0,0,0,119,0,1999
Arizona,Yavapai,1999,282,101,146,33,2,0,0,159,105,61,0,0,267,0,15,1999
Arkansas,Arkansas,1999,28,5,22,1,0,0,0,104,82,70,0,0,0,28,0,1999
Arkansas,Pulaski,1999,365,186,150,25,4,0,0,182,97,50,15,38,195,114,3,1999
California,Butte,1999,365,234,101,23,7,0,0,187,97,44,7,84,221,31,22,1999
California,Contra Costa,1999,365,253,87,17,6,2,0,218,86,43,0,78,206,76,5,1999
California,Fresno,1999,365,52,113,88,101,11,0,219,185,108,7,33,226,99,0,1999
California,Imperial,1999,365,63,194,86,20,2,0,217,140,77,27,33,250,40,15,1999
California,Kern,1999,365,57,112,72,108,16,0,210,182,108,0,39,233,89,4,1999
California,Kings,1999,362,148,109,76,28,1,0,206,147,64,0,47,256,39,20,1999
California,Los Angeles,1999,365,17,180,140,27,1,0,203,140,97,12,165,86,99,3,1999
California,Madera,1999,362,232,86,34,10,0,0,174,105,44,0,68,294,0,0,1999
California,Mariposa,1999,355,156,107,71,21,0,0,200,140,61,0,0,345,6,4,1999
California,Mendocino,1999,365,328,36,1,0,0,0,101,51,33,22,48,254,37,4,1999
California,Merced,1999,365,152,92,73,45,3,0,213,159,71,0,47,290,25,3,1999
California,Monterey,1999,365,294,70,1,0,0,0,105,62,39,0,23,265,67,10,1999
California,Nevada,1999,365,129,140,68,28,0,0,195,143,67,0,0,339,11,15,1999
California,Orange,1999,365,109,204,47,5,0,0,164,105,64,0,126,116,119,4,1999
California,Placer,1999,365,168,111,59,25,2,0,208,136,58,0,54,280,22,9,1999
California,Riverside,1999,365,51,145,101,62,6,0,219,166,96,1,66,199,94,5,1999
California,Sacramento,1999,365,133,139,52,36,5,0,225,154,60,5,42,186,127,5,1999
California,San Diego,1999,365,15,248,85,17,0,0,187,129,82,0,39,167,157,2,1999
California,San Luis Obispo,1999,365,241,110,14,0,0,0,143,87,46,0,47,291,21,6,1999
California,Santa Barbara,1999,365,169,165,30,0,1,0,205,97,51,3,55,293,10,4,1999
California,Santa Cruz,1999,365,294,68,3,0,0,0,105,57,37,0,8,272,78,7,1999
California,Sutter,1999,365,193,105,55,12,0,0,179,126,49,12,57,264,24,8,1999
California,Tulare,1999,365,93,100,78,86,8,0,207,182,97,1,53,240,71,0,1999
California,Ventura,1999,365,120,162,62,19,2,0,207,133,64,0,49,267,48,1,1999
Colorado,Denver,1999,365,214,148,3,0,0,0,122,70,48,40,112,117,56,40,1999
Colorado,Pueblo,1999,118,105,13,0,0,0,0,59,52,30,0,0,0,57,61,1999
Colorado,Teller,1999,260,241,19,0,0,0,0,71,47,24,0,0,0,0,260,1999
Connecticut,New Haven,1999,365,179,150,20,11,5,0,226,100,51,0,141,103,96,25,1999
Country Of Mexico,BAJA CALIFORNIA NORTE,1999,365,43,138,84,52,45,3,393,209,101,104,45,167,0,49,1999
Country Of Mexico,SONORA,1999,58,18,39,1,0,0,0,122,83,60,0,0,0,0,58,1999
Delaware,New Castle,1999,365,101,225,22,13,4,0,215,112,61,0,34,116,215,0,1999
Florida,Miami-Dade,1999,365,153,192,13,7,0,0,172,84,53,2,17,123,223,0,1999
Florida,Osceola,1999,354,289,53,12,0,0,0,136,74,38,0,0,354,0,0,1999
Georgia,Bibb,1999,249,76,113,41,15,4,0,215,143,66,0,0,159,87,3,1999
Georgia,Clarke,1999,99,11,83,4,1,0,0,176,98,67,0,0,0,99,0,1999
Georgia,Clayton,1999,104,2,92,10,0,0,0,126,98,70,0,0,0,104,0,1999
Georgia,DeKalb,1999,365,29,253,47,27,9,0,229,150,74,6,16,89,253,1,1999
Georgia,Douglas,1999,237,106,52,46,30,3,0,210,159,64,0,0,211,0,26,1999
Georgia,Fayette,1999,204,90,48,37,21,8,0,219,159,61,0,0,204,0,0,1999
Georgia,Floyd,1999,104,16,79,7,2,0,0,157,97,72,0,0,0,99,5,1999
Georgia,Fulton,1999,365,55,215,43,38,14,0,236,164,72,7,40,110,201,7,1999
Georgia,Gwinnett,1999,212,91,66,40,13,2,0,234,143,64,0,0,212,0,0,1999
Georgia,Muscogee,1999,258,81,124,40,13,0,0,190,119,64,0,0,168,85,5,1999
Georgia,Walker,1999,58,56,2,0,0,0,0,58,39,22,0,0,0,0,58,1999
Idaho,Bannock,1999,242,185,51,3,3,0,0,195,57,38,0,67,0,76,99,1999
Idaho,Canyon,1999,361,287,73,0,1,0,0,151,57,37,284,0,0,73,4,1999
Idaho,Power,1999,327,28,184,60,48,6,1,488,162,84,0,0,0,274,53,1999
Idaho,Shoshone,1999,356,339,16,0,1,0,0,162,36,16,0,0,0,18,338,1999
Illinois,Cook,1999,365,118,204,30,12,1,0,202,102,58,4,174,89,77,21,1999
Illinois,Madison,1999,365,183,131,40,10,1,0,206,115,50,2,0,223,53,87,1999
Indiana,Clark,1999,257,96,121,31,9,0,0,177,119,58,0,0,174,77,6,1999
Indiana,Floyd,1999,250,98,108,34,9,1,0,204,122,58,0,0,183,67,0,1999
Indiana,Hamilton,1999,181,76,58,30,17,0,0,195,147,61,0,0,181,0,0,1999
Indiana,Hancock,1999,182,79,56,35,12,0,0,185,136,54,0,0,182,0,0,1999
Indiana,Hendricks,1999,183,79,47,55,2,0,0,166,118,62,5,176,0,0,2,1999
Indiana,Johnson,1999,179,78,59,35,7,0,0,185,129,61,0,0,179,0,0,1999
Indiana,Lake,1999,365,37,270,45,13,0,0,192,118,68,0,20,68,261,16,1999
Indiana,Marion,1999,365,60,248,44,13,0,0,190,117,65,0,28,97,240,0,1999
Indiana,Morgan,1999,183,81,58,33,11,0,0,179,133,58,0,0,183,0,0,1999
Indiana,Posey,1999,183,82,63,24,14,0,0,200,136,58,0,0,183,0,0,1999
Indiana,Warrick,1999,183,76,65,31,11,0,0,190,136,61,0,0,183,0,0,1999
Iowa,Black Hawk,1999,116,50,66,0,0,0,0,99,72,54,0,0,0,109,7,1999
Kentucky,Bell,1999,364,241,94,28,1,0,0,151,97,39,129,0,209,12,14,1999
Kentucky,Bullitt,1999,357,186,114,46,11,0,0,187,115,49,0,119,175,63,0,1999
Kentucky,Carter,1999,241,85,105,39,12,0,0,190,129,60,0,0,180,61,0,1999
Kentucky,Daviess,1999,365,200,116,41,8,0,0,169,108,46,0,109,169,69,18,1999
Kentucky,Jefferson,1999,365,54,234,57,19,1,0,202,133,68,11,17,113,224,0,1999
Kentucky,Lawrence,1999,44,44,0,0,0,0,0,47,41,26,0,0,0,0,44,1999
Kentucky,Oldham,1999,213,62,64,55,29,3,0,204,161,90,0,0,213,0,0,1999
Kentucky,Pike,1999,257,85,138,29,5,0,0,171,112,61,0,0,177,74,6,1999
Louisiana,St. Bernard,1999,353,249,72,29,3,0,0,161,97,40,0,0,353,0,0,1999
Maryland,Anne Arundel,1999,247,101,83,29,29,5,0,220,164,58,0,2,191,37,17,1999
Maryland,Baltimore (City),1999,365,232,104,22,7,0,0,197,96,42,10,200,98,53,4,1999
Maryland,Dorchester,1999,364,246,69,25,22,2,0,202,126,41,0,0,364,0,0,1999
Michigan,Allegan,1999,342,159,147,26,9,1,0,214,102,52,0,0,121,221,0,1999
Michigan,Clinton,1999,182,132,30,15,5,0,0,172,105,42,0,0,182,0,0,1999
Michigan,Monroe,1999,5,0,5,0,0,0,0,68,68,56,0,0,0,5,0,1999
Michigan,Muskegon,1999,277,140,96,21,18,2,0,221,133,50,0,0,165,112,0,1999
Michigan,Wayne,1999,365,144,176,31,14,0,0,192,108,56,10,62,65,170,58,1999
Minnesota,McLeod,1999,9,6,3,0,0,0,0,80,80,31,0,0,0,6,3,1999
Missouri,Buchanan,1999,181,96,85,0,0,0,0,91,72,48,0,0,0,100,81,1999
Missouri,Saint Louis,1999,365,180,144,27,13,1,0,214,108,51,0,149,141,75,0,1999
Missouri,St. Louis City,1999,365,71,263,24,6,1,0,204,97,63,1,39,62,258,5,1999
Nebraska,Douglas,1999,365,241,113,9,2,0,0,164,76,42,97,0,160,82,26,1999
New Jersey,Hudson,1999,365,173,156,21,11,4,0,227,100,51,25,153,108,77,2,1999
New Mexico,Bernalillo,1999,365,157,193,14,1,0,0,151,90,54,6,18,266,55,20,1999
New Mexico,Dona Ana,1999,365,52,277,33,3,0,0,190,100,64,0,5,154,202,4,1999
North Carolina,Avery,1999,363,194,127,37,5,0,0,187,105,49,0,0,363,0,0,1999
North Carolina,Caldwell,1999,214,70,85,44,15,0,0,195,143,71,0,0,214,0,0,1999
North Carolina,Caswell,1999,239,108,107,18,6,0,0,177,101,54,0,0,163,76,0,1999
North Carolina,Catawba,1999,118,25,91,2,0,0,0,115,90,64,0,0,0,112,6,1999
North Carolina,Davidson,1999,111,26,81,4,0,0,0,124,90,61,0,0,0,100,11,1999
North Carolina,Davie,1999,210,82,63,42,20,3,0,235,151,67,0,0,210,0,0,1999
North Carolina,Franklin,1999,212,138,45,27,2,0,0,156,115,44,0,0,212,0,0,1999
North Carolina,Granville,1999,208,132,58,18,0,0,0,147,100,44,1,0,207,0,0,1999
North Carolina,Haywood,1999,285,64,126,68,27,0,0,187,150,80,0,0,196,85,4,1999
North Carolina,Jackson,1999,170,59,59,48,4,0,0,159,133,74,0,0,170,0,0,1999
North Carolina,Mecklenburg,1999,365,44,248,43,27,3,0,210,143,67,0,6,120,239,0,1999
North Carolina,Rockingham,1999,210,138,62,8,2,0,0,187,87,44,0,0,210,0,0,1999
North Carolina,Rowan,1999,214,70,58,51,28,7,0,227,164,80,2,0,212,0,0,1999
North Carolina,Yancey,1999,179,41,93,35,10,0,0,185,133,74,0,0,179,0,0,1999
Ohio,Butler,1999,363,82,220,39,20,2,0,221,126,67,0,0,179,177,7,1999
Ohio,Cuyahoga,1999,365,49,258,50,8,0,0,192,115,70,0,15,43,291,16,1999
Ohio,Franklin,1999,365,45,260,45,13,2,0,232,119,69,2,0,98,260,5,1999
Ohio,Hamilton,1999,365,54,259,42,9,1,0,209,112,71,0,45,78,242,0,1999
Ohio,Jefferson,1999,365,110,218,32,5,0,0,190,102,62,66,0,78,216,5,1999
Ohio,Medina,1999,213,140,51,16,6,0,0,174,101,44,0,0,213,0,0,1999
Ohio,Scioto,1999,284,185,84,14,1,0,0,163,90,29,0,0,0,101,183,1999
Oklahoma,Muskogee,1999,365,346,19,0,0,0,0,76,33,19,0,336,0,29,0,1999
Oklahoma,Oklahoma,1999,365,183,156,23,3,0,0,159,87,50,8,70,182,105,0,1999
Oregon,Deschutes,1999,227,154,73,0,0,0,0,84,64,38,58,0,0,120,49,1999
Pennsylvania,Allegheny,1999,365,92,199,50,22,2,0,219,129,64,0,53,122,168,22,1999
Pennsylvania,Franklin,1999,210,83,68,41,17,1,0,203,147,64,0,0,210,0,0,1999
Pennsylvania,Greene,1999,211,71,80,43,16,1,0,202,147,74,4,1,206,0,0,1999
Pennsylvania,Philadelphia,1999,365,109,221,22,11,2,0,214,100,59,2,115,73,169,6,1999
South Carolina,Cherokee,1999,287,163,82,34,8,0,0,195,115,46,0,0,287,0,0,1999
South Carolina,Greenville,1999,365,173,187,5,0,0,0,106,85,52,7,148,0,196,14,1999
Tennessee,Anderson,1999,240,100,69,57,14,0,0,190,140,64,0,0,240,0,0,1999
Tennessee,Jefferson,1999,217,90,61,50,14,2,0,210,140,67,0,0,217,0,0,1999
Tennessee,Knox,1999,365,120,153,61,30,1,0,207,140,68,65,0,189,111,0,1999
Tennessee,Putnam,1999,251,83,106,53,8,1,0,201,129,71,0,0,229,22,0,1999
Tennessee,Sevier,1999,353,143,98,71,40,1,0,202,151,64,0,0,353,0,0,1999
Tennessee,Shelby,1999,365,67,229,46,21,2,0,205,133,67,2,25,145,190,3,1999
Tennessee,Sumner,1999,323,121,123,52,25,2,0,205,140,62,0,42,206,75,0,1999
Tennessee,Williamson,1999,239,95,84,47,13,0,0,195,140,64,0,0,239,0,0,1999
Tennessee,Wilson,1999,243,117,62,52,11,1,0,215,136,54,0,0,243,0,0,1999
Texas,El Paso,1999,365,119,228,17,1,0,0,151,93,58,27,71,162,58,47,1999
Texas,Harris,1999,365,132,143,36,30,24,0,271,185,60,1,86,212,53,13,1999
Virgin Islands,St Thomas,1999,54,51,3,0,0,0,0,79,47,16,0,0,0,0,54,1999
Virginia,Bristol City,1999,92,17,73,2,0,0,0,122,84,62,0,0,0,92,0,1999
Virginia,Rockbridge,1999,229,77,126,24,2,0,0,182,105,61,0,0,158,71,0,1999
Virginia,Wythe,1999,214,75,108,28,3,0,0,166,108,71,0,0,214,0,0,1999
Washington,Clallam,1999,359,346,13,0,0,0,0,75,36,25,0,0,346,13,0,1999
Washington,King,1999,365,139,214,10,2,0,0,159,75,54,12,17,38,298,0,1999
Washington,Kittitas,1999,114,113,1,0,0,0,0,54,33,17,0,0,0,41,73,1999
West Virginia,Greenbrier,1999,212,79,97,34,2,0,0,151,115,61,0,0,212,0,0,1999
Wisconsin,Walworth,1999,180,112,44,18,5,1,0,205,108,46,0,0,180,0,0,1999
Wyoming,Albany,1999,355,196,150,9,0,0,0,150,77,50,0,0,349,1,5,1999
Wyoming,Platte,1999,60,60,0,0,0,0,0,42,30,13,0,0,0,0,60,1999
Alabama,Jefferson,2000,366,8,256,73,25,4,0,208,140,81,32,0,77,244,13,2000
Arizona,Gila,2000,151,101,50,0,0,0,0,86,71,42,0,0,0,133,18,2000
Arizona,Maricopa,2000,366,17,182,148,19,0,0,174,136,97,1,105,191,48,21,2000
Arizona,Pinal,2000,120,81,38,1,0,0,0,123,57,43,0,0,0,120,0,2000
Arizona,Yavapai,2000,354,196,130,27,1,0,0,151,97,48,0,0,346,5,3,2000
Arkansas,Arkansas,2000,101,21,79,1,0,0,0,101,78,61,0,0,0,101,0,2000
Arkansas,Pulaski,2000,366,51,274,27,14,0,0,200,105,66,1,1,100,264,0,2000
California,Butte,2000,361,216,98,40,7,0,0,181,108,45,16,40,254,32,19,2000
California,Contra Costa,2000,366,212,131,22,1,0,0,172,90,47,0,22,189,154,1,2000
California,Fresno,2000,366,47,124,89,87,19,0,235,185,112,2,21,230,113,0,2000
California,Imperial,2000,366,128,185,41,10,2,0,208,115,61,31,80,169,51,35,2000
California,Kern,2000,366,40,122,95,100,9,0,213,179,111,1,14,217,132,2,2000
California,Kings,2000,364,139,103,77,43,2,0,205,159,71,0,59,253,37,15,2000
California,Los Angeles,2000,366,15,176,114,51,10,0,243,161,99,7,78,126,153,2,2000
California,Madera,2000,362,217,98,40,7,0,0,177,108,45,0,72,290,0,0,2000
California,Mariposa,2000,362,199,93,58,12,0,0,187,126,48,0,0,358,1,3,2000
California,Mendocino,2000,366,351,15,0,0,0,0,76,41,30,10,76,239,32,9,2000
California,Merced,2000,363,154,102,68,36,3,0,207,151,58,0,15,305,40,3,2000
California,Monterey,2000,366,328,35,3,0,0,0,129,51,36,0,17,301,45,3,2000
California,Nevada,2000,366,152,126,63,22,3,0,208,136,58,0,0,319,40,7,2000
California,Orange,2000,366,69,241,36,19,1,0,205,127,65,2,51,81,231,1,2000
California,Placer,2000,366,213,93,41,18,1,0,202,126,47,0,109,231,23,3,2000
California,Riverside,2000,366,39,138,101,76,12,0,222,174,103,0,34,177,144,11,2000
California,Sacramento,2000,366,135,159,42,29,1,0,203,143,58,6,17,187,154,2,2000
California,San Diego,2000,366,50,219,81,15,1,0,201,133,76,0,36,180,150,0,2000
California,San Luis Obispo,2000,366,273,88,5,0,0,0,143,77,42,0,52,274,29,11,2000
California,Santa Barbara,2000,366,201,127,36,2,0,0,154,101,48,0,26,301,35,4,2000
California,Santa Cruz,2000,366,332,33,1,0,0,0,126,50,37,0,9,308,47,2,2000
California,Sutter,2000,366,233,101,28,4,0,0,166,100,43,19,46,260,30,11,2000
California,Tulare,2000,366,123,83,75,81,4,0,203,178,87,2,35,265,61,3,2000
California,Ventura,2000,366,140,142,58,25,1,0,203,143,61,0,52,259,55,0,2000
Colorado,Denver,2000,366,143,217,6,0,0,0,126,83,53,5,63,106,189,3,2000
Colorado,Pueblo,2000,126,98,28,0,0,0,0,81,57,39,0,0,0,111,15,2000
Colorado,Teller,2000,297,275,22,0,0,0,0,81,46,21,0,0,0,0,297,2000
Connecticut,New Haven,2000,366,96,243,21,5,1,0,217,93,59,0,48,58,245,15,2000
Country Of Mexico,BAJA CALIFORNIA NORTE,2000,366,87,120,82,37,33,7,490,204,89,88,73,134,0,71,2000
Country Of Mexico,SONORA,2000,61,9,45,7,0,0,0,118,102,71,0,0,0,0,61,2000
Delaware,New Castle,2000,366,61,273,25,6,1,0,214,96,61,0,1,69,296,0,2000
Florida,Miami-Dade,2000,366,144,207,15,0,0,0,147,74,53,0,10,83,273,0,2000
Florida,Osceola,2000,349,256,76,17,0,0,0,133,87,39,0,0,349,0,0,2000
Georgia,Bibb,2000,285,79,152,36,16,2,0,229,129,64,0,0,198,87,0,2000
Georgia,Clarke,2000,92,4,83,5,0,0,0,142,86,67,0,0,0,92,0,2000
Georgia,Clayton,2000,100,6,90,3,1,0,0,164,88,67,0,0,0,100,0,2000
Georgia,DeKalb,2000,366,26,272,49,13,6,0,233,133,70,0,8,100,258,0,2000
Georgia,Douglas,2000,254,137,60,45,11,1,0,202,136,49,0,0,233,0,21,2000
Georgia,Fayette,2000,239,127,66,37,6,3,0,234,115,49,0,0,239,0,0,2000
Georgia,Floyd,2000,107,20,83,4,0,0,0,146,88,65,0,0,0,98,9,2000
Georgia,Fulton,2000,366,36,251,57,16,6,0,228,136,70,0,35,95,235,1,2000
Georgia,Gwinnett,2000,256,106,104,35,9,2,0,219,122,59,0,0,218,38,0,2000
Georgia,Houston,2000,21,3,17,1,0,0,0,150,89,71,0,0,0,21,0,2000
Georgia,Murray,2000,232,72,104,47,9,0,0,185,126,67,0,0,209,23,0,2000
Georgia,Muscogee,2000,284,89,144,43,7,1,0,208,115,62,0,0,192,92,0,2000
Georgia,Walker,2000,55,13,39,3,0,0,0,134,81,63,0,0,0,46,9,2000
Idaho,Bannock,2000,244,188,51,2,3,0,0,163,63,31,0,0,0,97,147,2000
Idaho,Canyon,2000,366,303,59,4,0,0,0,117,57,33,206,0,0,81,79,2000
Idaho,Power,2000,341,41,237,39,18,6,0,241,132,70,0,0,0,280,61,2000
Idaho,Shoshone,2000,325,291,34,0,0,0,0,90,52,17,0,0,0,59,266,2000
Illinois,Cook,2000,366,31,300,34,1,0,0,157,100,72,0,53,41,264,8,2000
Illinois,Madison,2000,366,145,190,27,3,1,0,202,97,56,0,0,163,116,87,2000
Indiana,Bartholomew,2000,131,124,7,0,0,0,0,58,41,19,0,0,0,0,131,2000
Indiana,Clark,2000,254,105,118,27,4,0,0,156,105,57,0,0,153,96,5,2000
Indiana,Floyd,2000,255,128,111,16,0,0,0,133,87,50,0,0,160,95,0,2000
Indiana,Hamilton,2000,183,114,55,10,4,0,0,187,97,48,0,0,183,0,0,2000
Indiana,Hancock,2000,183,123,47,9,4,0,0,182,87,45,0,0,183,0,0,2000
Indiana,Hendricks,2000,275,114,88,65,7,1,0,204,114,60,1,185,88,0,1,2000
Indiana,Johnson,2000,183,103,66,12,2,0,0,164,90,48,0,0,183,0,0,2000
Indiana,Lake,2000,366,39,293,26,8,0,0,164,98,69,0,11,42,302,11,2000
Indiana,Marion,2000,366,46,291,26,3,0,0,182,97,67,0,5,58,303,0,2000
Indiana,Morgan,2000,181,105,60,11,5,0,0,169,93,49,0,0,181,0,0,2000
Indiana,Posey,2000,183,84,73,23,3,0,0,169,119,54,0,0,183,0,0,2000
Indiana,Warrick,2000,183,112,55,16,0,0,0,136,100,47,0,0,183,0,0,2000
Iowa,Black Hawk,2000,123,64,58,1,0,0,0,102,77,49,0,0,0,118,5,2000
Kentucky,Bell,2000,366,230,99,32,5,0,0,190,101,44,105,0,222,37,2,2000
Kentucky,Bullitt,2000,362,212,124,23,3,0,0,161,89,45,0,118,148,95,1,2000
Kentucky,Carter,2000,274,132,130,11,1,0,0,153,87,51,0,0,192,82,0,2000
Kentucky,Daviess,2000,364,247,102,15,0,0,0,119,77,39,0,112,164,74,14,2000
Kentucky,Jefferson,2000,366,39,285,36,6,0,0,192,105,66,1,9,77,275,4,2000
Kentucky,Oldham,2000,224,153,53,14,4,0,0,174,93,44,0,0,224,0,0,2000
Kentucky,Pike,2000,315,175,127,12,1,0,0,171,80,46,0,0,179,88,48,2000
Louisiana,St. Bernard,2000,362,201,134,23,4,0,0,164,97,46,0,0,280,82,0,2000
Maryland,Anne Arundel,2000,304,150,121,23,8,2,0,215,105,51,0,3,215,85,1,2000
Maryland,Baltimore (City),2000,365,107,237,19,2,0,0,159,90,61,3,68,0,293,1,2000
Maryland,Dorchester,2000,362,260,60,34,8,0,0,195,105,37,0,0,362,0,0,2000
Michigan,Allegan,2000,357,164,176,14,1,2,0,204,86,53,0,0,102,255,0,2000
Michigan,Clinton,2000,182,155,22,5,0,0,0,147,58,39,0,0,182,0,0,2000
Michigan,Monroe,2000,117,34,80,3,0,0,0,112,85,60,0,0,0,117,0,2000
Michigan,Muskegon,2000,243,155,72,14,1,1,0,206,84,43,0,0,158,85,0,2000
Michigan,Wayne,2000,366,78,258,28,2,0,0,156,96,66,0,37,27,284,18,2000
Minnesota,McLeod,2000,44,28,16,0,0,0,0,92,79,32,0,0,0,32,12,2000
Missouri,Buchanan,2000,122,43,79,0,0,0,0,93,70,56,0,0,0,110,12,2000
Missouri,Saint Louis,2000,366,192,147,21,6,0,0,182,90,48,1,154,115,96,0,2000
Missouri,St. Louis City,2000,366,36,309,17,4,0,0,166,92,66,0,26,54,282,4,2000
Nebraska,Douglas,2000,366,134,223,9,0,0,0,131,82,55,12,0,80,250,24,2000
New Jersey,Hudson,2000,366,196,152,14,4,0,0,195,88,48,4,191,75,96,0,2000
New Mexico,Bernalillo,2000,366,120,214,32,0,0,0,147,100,58,0,21,227,69,49,2000
New Mexico,Dona Ana,2000,366,86,235,38,7,0,0,200,105,67,0,17,213,136,0,2000
North Carolina,Avery,2000,365,207,121,34,3,0,0,172,101,48,0,0,337,28,0,2000
North Carolina,Caldwell,2000,203,97,72,31,3,0,0,164,115,51,0,0,203,0,0,2000
North Carolina,Caswell,2000,262,99,121,33,9,0,0,192,115,57,0,0,176,86,0,2000
North Carolina,Catawba,2000,118,15,99,4,0,0,0,148,91,63,0,0,0,115,3,2000
North Carolina,Davidson,2000,114,15,96,3,0,0,0,129,86,65,0,0,0,109,5,2000
North Carolina,Davie,2000,213,92,53,52,16,0,0,179,140,61,0,0,213,0,0,2000
North Carolina,Franklin,2000,213,117,71,21,4,0,0,179,105,48,0,0,213,0,0,2000
North Carolina,Granville,2000,214,126,52,28,8,0,0,169,112,47,1,0,213,0,0,2000
North Carolina,Haywood,2000,299,96,151,45,7,0,0,174,115,62,0,0,212,87,0,2000
North Carolina,Jackson,2000,223,67,117,36,3,0,0,174,112,67,0,0,183,40,0,2000
North Carolina,Mecklenburg,2000,366,49,254,43,17,3,0,222,122,67,1,8,105,252,0,2000
North Carolina,Rockingham,2000,213,132,59,20,2,0,0,182,101,45,0,0,213,0,0,2000
North Carolina,Rowan,2000,214,96,65,40,13,0,0,200,133,58,0,0,214,0,0,2000
North Carolina,Yancey,2000,185,68,88,25,4,0,0,179,115,64,0,0,185,0,0,2000
Ohio,Butler,2000,366,85,252,25,4,0,0,195,97,64,0,0,129,234,3,2000
Ohio,Cuyahoga,2000,366,47,278,35,6,0,0,174,102,71,4,11,27,312,12,2000
Ohio,Franklin,2000,366,60,279,26,1,0,0,179,93,66,0,0,55,302,9,2000
Ohio,Hamilton,2000,366,39,293,31,3,0,0,187,100,68,0,16,49,301,0,2000
Ohio,Jefferson,2000,366,83,261,18,4,0,0,177,92,63,36,0,65,262,3,2000
Ohio,Medina,2000,213,156,48,7,2,0,0,182,80,43,0,0,213,0,0,2000
Ohio,Scioto,2000,274,213,57,3,1,0,0,151,74,21,0,0,0,65,209,2000
Oklahoma,Muskogee,2000,359,294,65,0,0,0,0,97,60,22,0,261,0,83,15,2000
Oklahoma,Oklahoma,2000,366,135,202,24,5,0,0,154,95,55,2,27,130,207,0,2000
Oregon,Deschutes,2000,356,260,94,2,0,0,0,111,61,32,28,0,0,306,22,2000
Pennsylvania,Allegheny,2000,366,51,258,45,12,0,0,195,119,69,0,14,68,278,6,2000
Pennsylvania,Franklin,2000,207,119,60,25,3,0,0,179,108,47,0,0,207,0,0,2000
Pennsylvania,Greene,2000,215,104,81,24,5,1,0,202,115,51,12,0,203,0,0,2000
Pennsylvania,Philadelphia,2000,366,90,247,23,5,1,0,212,93,61,0,67,56,240,3,2000
South Carolina,Cherokee,2000,254,139,74,37,4,0,0,195,115,47,0,0,254,0,0,2000
South Carolina,Greenville,2000,366,70,266,29,1,0,0,197,94,63,0,26,49,288,3,2000
Tennessee,Anderson,2000,222,118,67,30,7,0,0,182,126,50,0,0,222,0,0,2000
Tennessee,Jefferson,2000,242,142,64,25,11,0,0,187,112,47,0,0,242,0,0,2000
Tennessee,Knox,2000,366,51,255,44,14,2,0,218,122,69,4,4,106,252,0,2000
Tennessee,Putnam,2000,271,85,137,40,9,0,0,182,119,64,0,0,203,68,0,2000
Tennessee,Sevier,2000,365,139,121,78,25,2,0,206,143,67,0,0,365,0,0,2000
Tennessee,Shelby,2000,366,51,258,40,16,1,0,201,122,67,0,7,123,235,1,2000
Tennessee,Sumner,2000,288,93,148,36,10,1,0,203,122,61,0,0,194,94,0,2000
Tennessee,Williamson,2000,267,127,95,37,8,0,0,195,115,54,0,0,267,0,0,2000
Tennessee,Wilson,2000,258,129,87,37,5,0,0,182,115,51,0,0,258,0,0,2000
Texas,El Paso,2000,366,94,230,40,2,0,0,179,105,63,25,39,166,106,30,2000
Texas,Harris,2000,366,42,251,31,26,16,0,241,159,64,0,23,109,225,9,2000
Virgin Islands,St Thomas,2000,54,39,15,0,0,0,0,83,64,34,0,0,0,14,40,2000
Virginia,Bristol City,2000,117,25,88,4,0,0,0,144,83,63,0,0,0,117,0,2000
Virginia,Rockbridge,2000,224,128,87,9,0,0,0,136,85,47,0,0,167,57,0,2000
Virginia,Wythe,2000,213,127,68,17,1,0,0,154,100,47,0,0,213,0,0,2000
Washington,Clallam,2000,324,298,26,0,0,0,0,96,44,25,0,0,273,51,0,2000
Washington,King,2000,366,73,274,18,1,0,0,151,87,58,2,1,16,347,0,2000
Washington,Kittitas,2000,124,117,7,0,0,0,0,81,45,19,0,0,0,71,53,2000
West Virginia,Greenbrier,2000,211,119,70,21,1,0,0,154,101,48,0,0,211,0,0,2000
Wisconsin,Walworth,2000,184,134,41,9,0,0,0,143,87,44,0,0,184,0,0,2000
Wyoming,Albany,2000,357,185,159,11,2,0,0,172,87,50,0,0,347,2,8,2000
Wyoming,Platte,2000,61,59,2,0,0,0,0,81,31,14,0,0,0,0,61,2000
